Sample ID,L. iners,L. crispatus,Atopobium,L. gasseri,Prevotella,Parvimonas,Sneathia,L. jensenii,Gardnerella,Peptoniphilus,Anaerococcus,Streptococcus,Corynebacterium,Ruminococcaceae.3,Mobiluncus,Aerococcus,Finegoldia,L.otu5,Megasphaera,L.reuteri,Bifidobacterium,L.otu4,Gemella,Ruminococcaceae.5,Peptostreptococcus,Lachnospiraceae.10,Lactobacillales.2,Staphylococcus,Lachnospiraceae.11,Moryella,Veillonella,Coriobacteriaceae.3,Escherichia.Shigella,Dialister,Shuttleworthia,Peptococcus,Ruminococcaceae.2,Allisonella,Lachnospiraceae.2,Porphyromonas,Proteobacteria.3,Ureaplasma,Campylobacter,Olsenella,Enterobacter,Solobacterium,Faecalibacterium,Blautia,Incertae_Sedis_XI.1,Incertae_Sedis_XI.2,Proteobacteria.2,Bulleidia,Bacteroides,Actinomyces,Massilia,L.otu3,Facklamia,Arthrobacter,Mollicutes.1,Coriobacteriaceae.1,Enterococcus,Salmonella,Citrobacter,L.vaginalis,Alloscardovia,Fusobacterium,Oscillibacter,Helcococcus,Brevibacterium,Clostridium,Enterobacteriaceae.3,Oligella,Fastidiosipila,Actinobaculum,Bacteroidetes.1,Gallicola,Collinsella,L.otu2,Anaeroglobus,Roseburia,Haemophilus,Propionimicrobium,Ruminococcaceae.1,Clostridiales.12,Varibaculum,Dorea,Subdoligranulum,Helcobacillus,Arcanobacterium,L.otu1,Pasteurella,Dermabacter,Propionibacteriaceae.2,Ruminococcus,Segniliparus,Balneimonas,Xylanibacter,Ralstonia,Microbacterium,Proteobacteria.6,Clostridiales.6,Providencia,Sporacetigenium,Clostridiales.1,Nosocomiicoccus,L.plantarum.L.coleohominis.L.mucosae,Bacteroidales.2,Alphaproteobacteria.3,Coprococcus,Bacillales.1,Alphaproteobacteria.5,Eubacterium,Blastococcus,Coprobacillus,Pseudomonas,Rhizobiales.1,Sutterella,Propionibacterium,Anaerovorax,Granulicatella,Klebsiella,Parabacteroides,Succinispira,Globicatella,Lachnospiraceae.7,Alistipes,Bacillus,Sphingomonas,Turicibacter,Acinetobacter,Hallella,Proteobacteria.1,Proteobacteria.5,Cupriavidus,Delftia,Burkholderia,Enterobacteriaceae.1,Micrococcus,Acidovorax,Gulosibacter,Propionibacteriaceae.1,Ruminococcaceae.7,Aurantimonas,Megamonas,Veillonellaceae.1,Clostridiales.3,Variovorax,Enhydrobacter,Weissella,Lactobacillales.1,Zimmermannella,Lachnospiraceae.4,Coriobacteriaceae.2,Bacteroidales.1,Cloacibacterium,Methylobacterium,Archaea.7,Ruminococcaceae.4,Lachnospiraceae.8,Firmicutes.1,Janibacter,Barnesiella,Rothia,Actinomycetales.1,Neisseria,Betaproteobacteria.1,Desulfovibrio,Bacteroidetes.2,Firmicutes.2,Lachnospiraceae.6,Peptostreptococcaceae.1,Mesorhizobium,Brachybacterium,Bacteria.15,Clostridiales.11,Clostridiales.17,Desulfocurvus,Eremococcus,Neisseriaceae.1,Phyllobacterium,Alcaligenes,Stenotrophomonas,Clostridiales.8,Bacteria.11,Acidaminococcus,Akkermansia,Lachnospiraceae.1,Pediococcus,Bacteria.17,Clostridiales.10,Clostridia.1,Paraprevotella,Bacteria.8,Bradyrhizobium,Lactococcus,Mogibacterium,Novosphingobium,Clostridiales.4,Clostridiales.15,Ruminococcaceae.6,Alphaproteobacteria.4,Leptotrichia,Odoribacter,Phascolarctobacterium,Bacteria.3,Pseudoramibacter,Streptophyta,Lactobacillales.3,Skermanella,Diaphorobacter,Jonquetella,Leuconostoc,Streptosporangiaceae.1,Parasutterella,Proteus,Porphyromonadaceae.2,Fusibacter,Hymenobacter,Kocuria,TM7_genera_incertae_sedis,Aquabacterium,Bacteria.12,Bacillaceae.2,Luteimonas,Ochrobactrum,Slackia,Firmicutes.3,Comamonas,Archaea.5,Morganella,Thermus,Bacteria.7,Clostridiales.5,Bacillariophyta,Clostridiales.2,Alphaproteobacteria.6,Archaea.6,Allofustis,Brevundimonas,Butyricimonas,Bacteria.14,Janthinobacterium,Archaea.2,Porphyromonadaceae.1,Paracoccus,Lachnospiraceae.3,Pelomonas,Pyramidobacter,Bacteria.18,Clostridiales.7,Bacteria.2,Thermaerobacter,Aeromonas,Aggregatibacter,Lachnospiraceae.5,Clostridiales.14,Bacteria.22,Frigoribacterium,Holdemania,Bacteria.9,Clostridiales.9,Nocardioides,Bacteria.16,Enterobacteriaceae.2,Proteobacteria.4,Sphingobium,Leptotrichiaceae.1,Archaea.3,Bacteria.23,Atopobacter,Rhizobiales.2,Lachnospiraceae.9,Alphaproteobacteria.2,Chryseobacterium,Bacteria.5,Bacteria.6,Flavobacteriaceae.1,Gp16,Alphaproteobacteria.1,Archaea.1,Methylibium,Nitrobacter,Bacteria.4,Clostridiales.13,Alcaligenaceae.1,Rhizobium,Rhodobacter,Schlegelella,Selenomonas,Neisseriaceae.2,Wautersiella,Xanthomonas,Arcobacter,Archaea.4,Myceligenerans,Mycobacterium,Nocardiopsis,Psychrobacter,Achromobacter,Bifidobacteriaceae.1,Bacteria.10,Anaerobacter,Atopostipes,Bacteria.19,Bacillaceae.1,Curtobacterium,Dechloromonas,Deinococcus,Bacteria.20,Dolosigranulum,Dyadobacter,Georgenia,Gp3,Helicobacter,Bacteria.21,Rhizobiales.3,Bacteria.13,Paenibacillus,Bifidobacteriaceae.2,Phycicoccus,Porphyrobacter,Clostridiales.16,Bacteria.1,Sphingomonadaceae.1,Streptomycetaceae.1,Archaea.8,Burkholderiales.1,Gammaproteobacteria.1,Truepera,Yersinia
407_033106,18.15,0,18.41,0,0.62,0.03,15.83,0,0.16,1.04,0.33,0.03,1.5,0,0,0.16,0.59,0.26,0,0,0,0,41.85,0,0.07,0,0,0.03,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.03,0,0,0,0.03,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407_040406,55.73,0,0.67,0.04,3.02,0,10.8,0,0,3.89,2.83,0.04,4.28,0.04,0.08,0.27,7.11,0.47,0,0,0,0,0.9,0,0.08,0,0,0.67,0,0.04,0.59,0,0,0.2,0,0.16,0,0,0,1.89,0,0.12,0.31,0,0,0,0.16,0,1.41,1.81,0,0,0.55,0.08,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.2,0.04,0.04,0,0,0,0,0,0,0,0.2,0,0.43,0.04,0,0,0.16,0,0,0,0,0,0,0,0.04,0,0,0,0,0.08,0,0,0,0.08,0.08,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.04,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407_040706,0.34,0,3.32,0,4.7,16.28,7.05,0,0.13,6.04,4.36,0.13,24.97,0,0,0.8,4.91,0.04,0,0,0,0,5.75,0,17.92,0.17,0,0.08,0,0,0.29,0.38,0,0.29,0,0,0,0,0,0.04,0,0,0,0.08,0,0,0,0,0.67,0.29,0,0,0,0.08,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.5,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407_041106,97.64,0,0.16,0,0.2,0,0.29,0,0,0.2,0.12,0.04,0.2,0,0,0.08,0.16,0.37,0,0,0,0.08,0.12,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0.08,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407_041406,99.03,0,0,0,0,0,0,0,0.04,0,0.04,0,0.04,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407_041806,94.95,0,0.16,0,0.16,0,0,0,0.08,0.56,0.4,0.12,1.4,0,0,0.08,0.8,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.04,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.04,0.04,0,0,0,0,0,0.04,0.08,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407_042106,87.21,0.02,1.21,0.02,0.08,0,0,0.03,0.13,1.79,2.74,0.21,0.97,0,0,0.18,1.71,0.07,0,0,0,0,0,0,0,0.02,0,0.03,0,0,0,0,0,0.13,0,0,0,0.07,0,0.36,0,0.94,0.05,0,0,0,0,0,0.56,0.66,0,0,0,0.02,0,0.05,0.03,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407_042506,92.99,0,0,0,0.08,0,0,0,0,0.21,0.21,0,3.27,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0.13,0.04,0,0,0,0,0.04,0,0,0,0,0.04,0.08,0,0.17,0.04,0,0,0,0.38,0.04,0.04,0,0,0,0.21,0,0,0.13,0,0,0,0,0.17,0,0,0,0,0.04,0.04,0,0,0,0,0,0.08,0.21,0,0,0.04,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0.04,0,0,0.04,0,0.08,0,0,0,0,0,0.04,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407_050206,60.94,0,2.11,0,3.58,1.12,27.19,0,0.22,0.52,0.39,0.13,0.39,0,0,0.17,0.39,0.52,0,0,0,0,1.29,0,0.04,0,0,0,0,0,0.04,0,0,0.09,0,0,0,0.04,0,0.13,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0,0,0,0.09,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407_050506,65.65,0,4.31,0,1.86,0.63,17.89,0,0.17,1.52,0.59,0.34,0.89,0,0,0.34,0.76,0.51,0,0,0,0,2.88,0,0.42,0,0,0.17,0,0,0,0,0,0.13,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0.25,0.04,0,0,0,0.08,0,0.08,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407_050906,88.72,0,0.22,0,0.27,0.09,8.49,0,0.04,0.67,0.13,0,0.18,0,0,0,0.27,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.09,0,0.04,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407_051206,95.53,0,0.81,0,0.31,0,1.69,0,0.04,0.04,0.12,0.23,0.15,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.15,0,0,0,0,0.15,0.04,0,0,0,0,0.08,0,0,0.04,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407_051606,91.24,0,0.5,0,0.03,0,3.44,0,0,0,0,0,0,0.07,0,0,0.03,0.4,0,0,0,0,0,0,0,0,0,0.03,0.07,0,0.03,0,0,0,0,0,0.07,0,0.17,0,0,0.4,0,0,0,0,0.53,0.1,0,0,0,0,0.53,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.03,0,0,0,0.07,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.03,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.07,0,0,0,0,0.03,0,0,0.33,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407_051906,56.53,0,2.54,0,0.94,0,30.37,0,0,0.24,0.1,0.03,5.89,0,0,0,0.17,0.7,0,0,0,0,0,0,0.07,0,0,0.7,0,0,0.14,0,0,0.03,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,1.32,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407_052606,8.07,0,0.27,0.05,18.93,0,1.37,0,0,8.52,6.78,0.18,30.02,0,0,0,15.54,0.18,0,0,0,0,0,0,6.37,0.09,0,0.37,0,0,0.09,0,0,0.05,0,0,0,0.09,0,0.05,0,0,0,0,0,0,0,0,1.97,0,0,0,0,0.09,0,0.05,0.05,0,0.09,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.09,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
